BioCycID	Metabolites	B_thuringiensis_70323_A	B_thuringiensis_70323_B	B_thuringiensis_70323_C	B_thuringiensis_70323_D	B_toyonensis_70323_A	B_toyonensis_70323_B	B_toyonensis_70323_C	B_toyonensis_70323_D	B4UZN_Ctrl_70323_A	B4UZN_Ctrl_70323_B	B4UZN_Ctrl_70323_C	B4UZN_Ctrl_70323_D	B4UZN_Ctrl_70323_E	C_flaccumfaciens_70323_A	C_flaccumfaciens_70323_B	C_flaccumfaciens_70323_C	C_flaccumfaciens_70323_D	Microbacterium_70323_A	Microbacterium_70323_B	Microbacterium_70323_C	Microbacterium_70323_D_and_E	R_qingshengii_70323_A	R_qingshengii_70323_C	R_qingshengii_70323_D	Shared_metab_70323_A	Shared_metab_70323_B	Shared_metab_70323_C	Shared_metab_70323_D	Shared_metab_70323_E
 CPD0-1942	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 DIMETHYL-GLYCINE	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-17880	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD0-1952	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 4-AMINO-BUTYRATE	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-471	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-14303	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-6141	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-466	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-8145	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
 CPD-298	DL-3-Aminoisobutyric acid_HILPos	25.25029156	24.95825937	24.91515426	24.96950245	25.18337359	25.28891429	25.31354443	25.39140337	24.98305619	24.7003661	24.95549974	24.57574171	25.00090959	25.3772632	25.50746974	25.00859328	25.41962909	25.55867108	25.42414107	25.45347863	25.43639456	25.36584044	25.14480675	25.35502029	24.91964459	25.47279682	25.38918736	25.49363795	25.25188959
CPD-664	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 5-AMINO-2-OXOPENTANOATE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 CPD-15178	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 3-HYDROXY-L-PROLINE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 CIS-4-HYDROXY-D-PROLINE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 L-GLUTAMATE_GAMMA-SEMIALDEHYDE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 CPD-299	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 GLUTAMATE-1-SEMIALDEHYDE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 CPD-20101	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 4-HYDROXY-L-PROLINE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
 5-AMINO-LEVULINATE	Hydroxyproline_HILPos	23.42479143	23.33354037	23.57007982	23.5708069	23.44064744	23.50222834	23.41590953	23.52686435	24.30908309	24.26741768	24.2826566	24.28723745	24.32808527	23.63469539	23.64063609	23.90963582	23.77662541	23.66723547	23.74400461	23.7174389	23.60919306	23.51876463	23.43686162	23.72637915	23.62195399	23.53319852	23.71482965	23.37908934	23.58690093
CPD-22295	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 3-METHYLENEOXINDOLE	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 CPD-15131	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 8-HYDROXYQUINOLINE	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 INDOLE-3-CARBOXALDEHYDE	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 QUINOLIN-21H-ONE	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 CPD-20768	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 QUINOLIN-2-OL	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 CPD-25960	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 CPD-15129	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 ISOQUINOLIN-12H-ONE	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
 QUINOLIN-4-OL	Indole-3-carboxyaldehyde_HILPos	24.80725138	24.99070814	24.90376434	24.86613596	24.78482617	24.93977373	24.87768646	24.95314301	25.2903111	25.09973909	25.25766516	25.34708785	25.28579061	24.96705653	24.99922798	24.83419304	25.07863238	25.05032869	25.06558401	24.93586509	24.87996499	24.84561317	24.90674552	24.86218754	24.9467202	24.92002954	24.92243499	24.98428023	24.93481384
CPD-8857	L-beta-Homothreonine_HILPos	22.06885817	23.67344111	22.25397077	22.19354772	22.25154601	22.45837245	22.04662237	22.17649008	24.45244334	25.40874252	24.13078607	22.73419211	24.60504256	22.31428943	22.28193156	22.28447618	22.06527538	22.40485897	22.27669624	22.29820284	22.09055796	22.06084715	21.8876351	22.30623769	22.26225842	22.26685419	23.65760613	23.89389314	22.2974129
 CPD-8128	L-beta-Homothreonine_HILPos	22.06885817	23.67344111	22.25397077	22.19354772	22.25154601	22.45837245	22.04662237	22.17649008	24.45244334	25.40874252	24.13078607	22.73419211	24.60504256	22.31428943	22.28193156	22.28447618	22.06527538	22.40485897	22.27669624	22.29820284	22.09055796	22.06084715	21.8876351	22.30623769	22.26225842	22.26685419	23.65760613	23.89389314	22.2974129
CPD-17722	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 VIGABATRIN	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-904	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-19526	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-8139	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 L-PIPECOLATE	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-11619	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-30	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-11627	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-15903	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-20799	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-19574	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
 CPD-17526	L-Pipecolic acid; CE10; HXEACLLIILLPRG-YFKPBYRVSA-N_HILPos	26.95547583	27.36919614	27.06551901	27.12158393	26.91050956	27.18082528	27.0983921	27.06499262	27.11181031	27.63308468	27.85064201	26.91004352	27.17943765	27.04956941	27.12482212	26.83549999	27.11825626	27.29214689	27.13151796	27.07882141	27.20674396	26.98077122	26.89599016	26.99137898	27.14394923	27.15385211	27.0978252	27.3878288	27.01744229
L-Methionine-sulfoxides	Methioninesulfoxide_HILPos	29.15177838	29.38782359	29.20747747	29.40886697	29.10673918	29.29674829	29.21236125	29.2621306	29.51412645	29.41389528	29.61128636	29.65627381	29.4968426	29.2077973	29.37518601	29.25519817	29.25982671	29.39795237	29.31399423	29.2967739	29.44937586	29.16478048	29.12833307	29.23074912	29.28731072	29.28202607	29.33565979	29.30303425	29.25060439
CPD0-1959	Methioninesulfoxide_HILPos	29.15177838	29.38782359	29.20747747	29.40886697	29.10673918	29.29674829	29.21236125	29.2621306	29.51412645	29.41389528	29.61128636	29.65627381	29.4968426	29.2077973	29.37518601	29.25519817	29.25982671	29.39795237	29.31399423	29.2967739	29.44937586	29.16478048	29.12833307	29.23074912	29.28731072	29.28202607	29.33565979	29.30303425	29.25060439
 CPD-8989	Methioninesulfoxide_HILPos	29.15177838	29.38782359	29.20747747	29.40886697	29.10673918	29.29674829	29.21236125	29.2621306	29.51412645	29.41389528	29.61128636	29.65627381	29.4968426	29.2077973	29.37518601	29.25519817	29.25982671	29.39795237	29.31399423	29.2967739	29.44937586	29.16478048	29.12833307	29.23074912	29.28731072	29.28202607	29.33565979	29.30303425	29.25060439
 CPD-8990	Methioninesulfoxide_HILPos	29.15177838	29.38782359	29.20747747	29.40886697	29.10673918	29.29674829	29.21236125	29.2621306	29.51412645	29.41389528	29.61128636	29.65627381	29.4968426	29.2077973	29.37518601	29.25519817	29.25982671	29.39795237	29.31399423	29.2967739	29.44937586	29.16478048	29.12833307	29.23074912	29.28731072	29.28202607	29.33565979	29.30303425	29.25060439
 CPD-9280	Methioninesulfoxide_HILPos	29.15177838	29.38782359	29.20747747	29.40886697	29.10673918	29.29674829	29.21236125	29.2621306	29.51412645	29.41389528	29.61128636	29.65627381	29.4968426	29.2077973	29.37518601	29.25519817	29.25982671	29.39795237	29.31399423	29.2967739	29.44937586	29.16478048	29.12833307	29.23074912	29.28731072	29.28202607	29.33565979	29.30303425	29.25060439
CPD-9291	N-Acetylarginine; CE10; SNEIUMQYRCDYCH-LURJTMIESA-N_HILPos	28.20858902	29.37097899	28.35716648	28.45864177	28.17439225	28.50271378	28.27592508	28.38199861	28.57011903	28.40940836	28.52527541	28.6905873	28.48729516	28.36440934	28.359894	28.31236365	28.30989239	28.54866206	28.45946124	28.39367516	28.41198688	28.27649279	28.23978388	28.30270547	28.34238452	28.44780209	28.48619377	29.41913211	28.3941034
 CPD0-2017	N-Acetylarginine; CE10; SNEIUMQYRCDYCH-LURJTMIESA-N_HILPos	28.20858902	29.37097899	28.35716648	28.45864177	28.17439225	28.50271378	28.27592508	28.38199861	28.57011903	28.40940836	28.52527541	28.6905873	28.48729516	28.36440934	28.359894	28.31236365	28.30989239	28.54866206	28.45946124	28.39367516	28.41198688	28.27649279	28.23978388	28.30270547	28.34238452	28.44780209	28.48619377	29.41913211	28.3941034
CPD0-1653	N6-Methyladenosine_HILPos	14.80045597	20.9212986	16.91372415	20.59522954	15.66029177	20.32121491	20.56036005	16.20804251	15.94437288	15.16616839	14.44799919	13.78699943	14.48145121	21.1793083	18.29924863	21.63279172	21.43895869	22.19049919	21.90971297	21.91333115	15.11972084	21.1633665	21.07006325	20.24595062	21.12971595	21.29847669	20.27168858	19.91489396	18.03872253
 CPD-19525	N6-Methyladenosine_HILPos	14.80045597	20.9212986	16.91372415	20.59522954	15.66029177	20.32121491	20.56036005	16.20804251	15.94437288	15.16616839	14.44799919	13.78699943	14.48145121	21.1793083	18.29924863	21.63279172	21.43895869	22.19049919	21.90971297	21.91333115	15.11972084	21.1633665	21.07006325	20.24595062	21.12971595	21.29847669	20.27168858	19.91489396	18.03872253
 CPD-24500	N6-Methyladenosine_HILPos	14.80045597	20.9212986	16.91372415	20.59522954	15.66029177	20.32121491	20.56036005	16.20804251	15.94437288	15.16616839	14.44799919	13.78699943	14.48145121	21.1793083	18.29924863	21.63279172	21.43895869	22.19049919	21.90971297	21.91333115	15.11972084	21.1633665	21.07006325	20.24595062	21.12971595	21.29847669	20.27168858	19.91489396	18.03872253
 1-METHYLADENOSINE	N6-Methyladenosine_HILPos	14.80045597	20.9212986	16.91372415	20.59522954	15.66029177	20.32121491	20.56036005	16.20804251	15.94437288	15.16616839	14.44799919	13.78699943	14.48145121	21.1793083	18.29924863	21.63279172	21.43895869	22.19049919	21.90971297	21.91333115	15.11972084	21.1633665	21.07006325	20.24595062	21.12971595	21.29847669	20.27168858	19.91489396	18.03872253
CPD-22824	P-OCTOPAMINE_HILPos	25.04036743	24.56252288	25.01442266	25.02191215	24.93164793	25.22032551	25.03363767	25.11111914	25.52683363	25.29813176	25.38205479	25.42972246	25.42796553	24.94978784	25.24962519	24.93586509	25.15153008	25.03882693	25.26391466	25.17848497	24.93586509	24.90008315	24.99851099	24.98809272	25.02615144	25.01213429	25.1576516	24.61234747	25.05329828
 CPD0-1605	P-OCTOPAMINE_HILPos	25.04036743	24.56252288	25.01442266	25.02191215	24.93164793	25.22032551	25.03363767	25.11111914	25.52683363	25.29813176	25.38205479	25.42972246	25.42796553	24.94978784	25.24962519	24.93586509	25.15153008	25.03882693	25.26391466	25.17848497	24.93586509	24.90008315	24.99851099	24.98809272	25.02615144	25.01213429	25.1576516	24.61234747	25.05329828
 CPD-8853	P-OCTOPAMINE_HILPos	25.04036743	24.56252288	25.01442266	25.02191215	24.93164793	25.22032551	25.03363767	25.11111914	25.52683363	25.29813176	25.38205479	25.42972246	25.42796553	24.94978784	25.24962519	24.93586509	25.15153008	25.03882693	25.26391466	25.17848497	24.93586509	24.90008315	24.99851099	24.98809272	25.02615144	25.01213429	25.1576516	24.61234747	25.05329828
PANTOTHENATE	PANTOTHENATE_HILPos	26.11410131	26.0435254	26.26118932	26.32611595	26.15325959	25.84466122	26.32447944	26.37711684	25.69823911	25.62501061	25.68797315	25.71648596	25.6398455	26.45223936	26.61923387	26.07063541	26.44806374	26.54504351	26.59291678	26.5792355	26.58285984	26.56503351	26.5747378	26.60383686	26.74590672	26.69484777	26.70498151	26.48361785	26.62106674
